Renamed,Original,Scenario,DS#,Random seed,filename,DGPid,trueATE
high966,CHDScenario7DS93,,7,0.641667326759395,high966,7,0
high967,CHDScenario4DS38,,4,0.329752723218618,high967,4,2.1
high968,CHDScenario4DS16,,4,0.136048611191669,high968,4,2.1
high969,CHDScenario13DS47,,13,0.626922690555545,high969,13,-0.8486
high97,CHDScenario13DS9,,13,0.656203898913227,high97,13,-0.8486
high970,CHDScenario11DS76,,11,0.288187471008011,high970,11,10.77
high971,CHDScenario6DS95,,6,0.340351336061102,high971,6,-1.1039
high972,CHDScenario1DS9,9,1,0.633249639187283,high972,1,0.2
high973,CHDScenario11DS22,,11,0.382381797813203,high973,11,10.77
high974,CHDScenario15DS15,,15,0.556193252604296,high974,15,-0.16058
high975,CHDScenario5DS22,,5,0.737401653301171,high975,5,-0.3429
high976,CHDScenario13DS31,,13,0.329194133849397,high976,13,-0.8486
high977,CHDScenario11DS36,,11,0.655502824271342,high977,11,10.77
high978,CHDScenario8DS58,,8,0.134094330323829,high978,8,-1.432
high979,CHDScenario5DS74,,5,0.661858675402189,high979,5,-0.3429
high98,CHDScenario14DS63,,14,0.014423326032415,high98,14,61.11
high980,CHDScenario6DS29,,6,0.494637440577962,high980,6,-1.1039
high981,CHDScenario6DS9,,6,0.0925648575994288,high981,6,-1.1039
high982,CHDScenario6DS13,,6,0.970911557233934,high982,6,-1.1039
high983,CHDScenario9DS17,,9,0.610099369227963,high983,9,12.62
high984,CHDScenario8DS13,,8,0.0818382215423772,high984,8,-1.432
high985,CHDScenario3DS57,,3,0.0242426574985735,high985,3,-0.800000000000001
high986,CHDScenario4DS49,,4,0.349907530276616,high986,4,2.1
high987,CHDScenario4DS83,,4,0.707279905082244,high987,4,2.1
high988,CHDScenario15DS23,,15,0.196460180671413,high988,15,-0.16058
high989,CHDScenario6DS58,,6,0.18091261827606,high989,6,-1.1039
high99,CHDScenario14DS51,,14,0.874667329173157,high99,14,61.11
high990,CHDScenario3DS13,,3,0.10873439995016,high990,3,-0.800000000000001
high991,CHDScenario4DS100,,4,0.788270361917255,high991,4,2.1
high992,CHDScenario8DS96,,8,0.0269361464851964,high992,8,-1.432
high993,CHDScenario2DS23,123,2,0.213920024542569,high993,2,0.8
high994,CHDScenario10DS37,,10,0.644919600481259,high994,10,9.134
high995,CHDScenario16DS40,,16,0.661788990167878,high995,16,1
high996,CHDScenario11DS1,,11,0.332025617041405,high996,11,10.77
high997,CHDScenario8DS94,,8,0.550907858441263,high997,8,-1.432
high998,CHDScenario12DS76,,12,0.0569617616789186,high998,12,-3.159
high999,CHDScenario15DS14,,15,0.715800025389386,high999,15,-0.16058
